"";"Parameter_2";"Parameter_type";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played.x";"Games_played.y"
"164";"AOMA Stookbeer";"Player";"Red";"support";3,40441182500842;-7,62834867045746;23,1964545881009;-1,99376594683018;7,9938566027933;325,203559665993;3286,86233772978;NA;6
"165";"AOMA Urban";"Player";"Blue";"support";2,8010113791899;-7,47275522309151;18,7747943504546;-0,0617651705103761;6,18012633987831;21,9123956199243;2317,56411699323;NA;4
"166";"AOMA Urban";"Player";"Red";"support";4,03796713203307;-9,30995749243826;21,2568344256394;9,18576095105637;18,0030386293241;181,725282515655;2431,60794183191;NA;5
"167";"Aphelios";"Champion";"Blue";"bottom";0;0;0;0;0;0;0;12;NA
"168";"Aphelios";"Champion";"Red";"bottom";0;0;0;0;0;0;0;11;NA
"169";"APM Alvanai";"Player";"Blue";"mid";0,0823460747112199;-4,16205306137141;10,50374230059;1,11441022635478;4,23512900152401;941,667001585181;-1733,97591451794;NA;7
"170";"APM Alvanai";"Player";"Red";"mid";3,99029584547417;-8,2205648547017;9,77296084808066;10,7044836148276;11,7011658496502;822,217091742852;761,683402203334;NA;3
"171";"APM behave";"Player";"Blue";"jungle";4,47550296304328;-0,515504163789039;10,5779711199539;-48,9521868720226;-55,2547100568285;-1713,42578749348;1446,30528142173;NA;2
"172";"APM behave";"Player";"Red";"jungle";2,58676572240934;-3,5492860140864;6,252966874464;-23,7854245340974;-0,473730441358353;-1302,94426674829;2312,31243011949;NA;3
"173";"APM Joki37";"Player";"Blue";"jungle";4,76607437995116;-0,319039331787263;9,87960020328731;-31,8180599257989;-30,7108235807382;-1492,72532049851;1856,76277341655;NA;7
"174";"APM Joki37";"Player";"Red";"jungle";7,09507710900544;-3,53626483078867;14,4058857266523;1,13793441398882;22,2969563630802;530,174209608801;4823,25772767705;NA;3
"175";"APM Loading";"Player";"Blue";"top";1,69842912277825;2,29111980848146;-0,215653305619534;2,72953486402683;31,8407760927167;-88,2895455445976;-182,802632732023;NA;9
"176";"APM Loading";"Player";"Red";"top";1,49312650450403;2,50540630881663;3,50852879016033;-10,4625650879977;-18,7896013241643;-254,713605285601;-68,2999822032973;NA;6
"177";"APM Nikiyas";"Player";"Blue";"bottom";5,55387643328523;-2,95391509682945;0,696151879326729;-38,324755669996;-12,0166718670344;-1411,16935968947;1035,15519913747;NA;7
"178";"APM Nikiyas";"Player";"Red";"bottom";4,28419100831263;-3,48133184631092;4,90822363867573;-25,449713419462;3,17138880380983;-451,894803346165;2646,17030646107;NA;3
"179";"APM Odi11";"Player";"Blue";"bottom";-4,75784234460846;0,686089302547486;5,86056777333565;-44,3710851128313;51,9225152934563;-781,768253473864;-515,44230335998;NA;2
"180";"APM Odi11";"Player";"Red";"bottom";5,97867622897862;-3,32997120978138;-2,8485239730373;-16,2612377084604;53,6942775210406;-315,507527064154;3256,0544838424;NA;3
"181";"APM Roo";"Player";"Blue";"support";5,03337019936694;-11,8663895488851;34,9500609451205;-0,509765038105663;-0,0941884417109914;1022,0529450975;4692,48665138892;NA;7
"182";"APM Roo";"Player";"Red";"support";5,08036450566031;-11,8921323094414;37,1977758409055;1,76414649359372;-1,76199078740912;1272,71155532327;4895,1712637828;NA;3
"183";"APM Satan";"Player";"Blue";"mid";1,84461264866818;-4,59478482679609;3,78988607423325;-18,9319654869635;-32,2197651089199;396,802812776945;-2129,76603864815;NA;2
"184";"APM Satan";"Player";"Red";"mid";0,0203700380385974;-3,9002913815615;0,740205219312623;-3,19351225602387;16,8090325086751;676,701034126658;-1400,15366313063;NA;3
"185";"APM Xavi";"Player";"Blue";"support";3,65523885016693;-10,9526452633044;35,6631892028432;2,45382107030625;8,35240312615437;1117,33393672416;4846,05780082585;NA;2
"186";"APM Xavi";"Player";"Red";"support";5,25677951769607;-9,95664438440607;25,6984624678449;5,17058576261073;7,81763925656292;800,75681582478;4104,86507726506;NA;3
"187";"ARA Chrislai";"Player";"Red";"jungle";-0,0257063088213799;-1,21212379697661;6,95863764672981;-24,3372040409219;-56,5358467643433;-1534,8435473069;-2093,30147806628;NA;4
"188";"ARA Ducks";"Player";"Blue";"support";4,26844222086256;-6,04022663766807;18,1135600896887;3,37401686266555;14,008526724779;658,588130856374;1972,27683871479;NA;4
"189";"ARA Ducks";"Player";"Red";"support";3,71599771642656;-9,50424482042648;19,9056491741652;12,0238406922984;17,7720180294947;123,132817727647;1792,12758163314;NA;2
"190";"ARA Early Bird";"Player";"Red";"top";2,53030160324595;0,479445468943568;3,84570859580979;11,4252097668252;2,41664816847102;254,630401383488;-10,3999144932054;NA;4
"191";"ARA Ever";"Player";"Blue";"jungle";3,85497131984186;1,78197071947776;6,28133536193862;-34,7288190062295;-41,2546808517651;-952,206670316021;505,697471694812;NA;4
"192";"ARA Ever";"Player";"Red";"jungle";10,2329347370208;-3,90321727152317;3,09917464661961;-14,7586311593759;0,466776553884966;-584,084503827906;4955,31284925638;NA;3
"193";"ARA Ipecacuhana";"Player";"Blue";"support";2,33122500301479;-8,12687818019027;10,4445349250296;5,87270552024537;18,1761878626079;-451,22438126161;251,55630762771;NA;1
"194";"ARA Ipecacuhana";"Player";"Red";"support";0,971108450631712;-10,1948059345632;20,5669199800771;5,84736388548001;4,0278973124667;294,076025898856;2154,74487254807;NA;2
"195";"ARA Khaydarin";"Player";"Blue";"bottom";1,42077330805042;2,90948650646966;1,44666562006427;-63,3877957797851;-24,1421030128111;-2321,64622329892;-774,879748459387;NA;5
"196";"ARA Khaydarin";"Player";"Red";"bottom";4,06404828774548;0,972417654060487;4,42656449539196;-45,9145875555857;-14,8089480597457;-2160,6265902217;827,446454581701;NA;8
"197";"ARA Madara";"Player";"Blue";"mid";-0,266769365503863;-8,44456814640922;7,07996650012573;-27,390798244847;13,8526703262836;615,575117387151;-752,150725375872;NA;5
"198";"ARA Madara";"Player";"Red";"mid";3,06225407196965;-10,8797214887141;11,1070087025393;-20,5612110154319;59,7887544361866;363,866486409043;1078,05569967594;NA;4
"199";"ARA Nekro";"Player";"Blue";"jungle";2,53172459878427;2,93064148651597;2,61060605278918;-44,9810117513163;-81,8658975720162;-1722,35139186625;-1051,05960652435;NA;1
"200";"ARA Nekro";"Player";"Red";"jungle";2,64430776950837;-2,15997530259183;17,5020762739112;-24,7953794589434;-21,0808634503711;-2609,79273241053;1916,45814590956;NA;1
"201";"ARA Rachy";"Player";"Red";"mid";0,639417062267386;-6,45116215903315;5,81758463298693;-33,9594222376683;-15,9992173468652;115,956092964048;-2870,38375026821;NA;4
"202";"ARA Staargazing";"Player";"Red";"support";3,24877995749205;-2,92498946331244;6,55427057601702;0,298546935712843;2,92405996514572;-217,866049678709;-566,219419337648;NA;4
"203";"ARA WNTR";"Player";"Blue";"top";0,0992999827253252;0,676301151838305;0,437093881918176;37,8390188563523;14,4583496522552;1093,88474388676;-821,53528559191;NA;5
"204";"ARA WNTR";"Player";"Red";"top";1,7968653238179;0,144052820098232;8,15797517561909;3,03306412655951;-18,4527102997621;-278,405802450007;338,115040861635;NA;4
"205";"Ashe";"Champion";"Blue";"bottom";0,839910264782812;-1,00735567432992;1,90112317706702;8,41971368482684;-8,58788809730938;205,761235392119;381,714995867478;164;NA
"206";"Ashe";"Champion";"Blue";"support";0,0309645693757727;-3,54040749207668;9,72014941554875;-2,34797201969325;11,8823682760227;311,965162964239;2621,44100121518;1;NA
"207";"Ashe";"Champion";"Red";"bottom";-1,27394592935183;0,674804160534143;-1,67259716441673;6,26133571851788;-0,929753129355183;-148,421027114504;-825,223254466513;152;NA
"208";"Ashe";"Champion";"Red";"support";1,60272299113823;0,488372224906359;-3,0886532037412;-5,29288648964629;13,7979022417306;180,828609258706;956,643907903016;1;NA
"209";"AurelionSol";"Champion";"Blue";"mid";1,65224620604006;-0,214149927396382;0,812755855648156;-7,45738277091482;-5,92949872912852;-481,462294337069;647,181439128928;14;NA
"210";"AurelionSol";"Champion";"Red";"mid";-11,1062465622175;2,22366924686236;-3,07100868095202;-12,9409648704293;-3,1953195506582;-2059,11195763678;-4411,3475152151;8;NA
"211";"Aurora";"Champion";"Blue";"mid";0,0406143025498087;0,919321252587422;-1,9364674247035;-1,03343950661855;-5,48835848863675;-78,1534921320528;-326,574485889791;171;NA
"212";"Aurora";"Champion";"Blue";"top";0,944926920582803;-0,531001413919555;0,631837453564925;7,94778413776272;7,58239862305062;266,819107655589;479,389003697009;36;NA
"213";"Aurora";"Champion";"Red";"mid";-8,88937104786916;-0,012236926281261;-3,14776417698854;4,91938628110202;5,56471619751909;-1263,62776470849;-3419,18248463532;175;NA
"214";"Aurora";"Champion";"Red";"top";1,08782249977635;-0,00773396897705475;-0,765724785191038;8,61028117891622;0,262506640164102;342,521875856637;-288,110315144599;18;NA
"215";"AXL Balyy";"Player";"Blue";"jungle";1,17527523059866;1,11321025717721;5,38608616752373;-36,6334943721803;-40,9562723671497;-2315,45894266537;-1661,7688712709;NA;3
"216";"AXL Balyy";"Player";"Red";"jungle";4,1792846057752;-0,0831300206443011;3,63776590162546;-2,44805949209609;-11,0730365974353;-1309,87969953029;944,391420826579;NA;4
"217";"AXL Camana";"Player";"Blue";"mid";7,02655435501496;-6,6834192703634;6,21635516439226;-19,925225377669;-13,2530839106397;-514,53882725232;130,420908784547;NA;3
"218";"AXL Camana";"Player";"Red";"mid";0,156844036035319;-5,8137573312612;4,47023240500245;-1,72156423805253;8,83595386600567;385,727800937545;-1165,57229676213;NA;4
"219";"AXL Crem";"Player";"Blue";"bottom";4,66413435844817;-0,0125870340103683;-0,872511083432283;-23,1835868168243;2,23603601886464;-1360,02759098489;-161,002712084706;NA;10
"220";"AXL Crem";"Player";"Red";"bottom";4,69901682249986;0,977950142171444;-1,78202566830866;-12,9194620948454;29,1931616002763;-757,61984608139;1109,74171957371;NA;7
"221";"AXL FSZ";"Player";"Blue";"mid";0,276530640120412;-3,0810201942942;7,85382648149974;-22,0723096666454;-28,6979258186669;348,550849389814;-2982,46693517444;NA;7
"222";"AXL FSZ";"Player";"Red";"mid";-1,24920274211913;-4,07983689175495;3,00179171239987;-11,6172825807492;-4,58602036390848;-635,346867880397;-2537,17349109086;NA;3
"223";"AXL justcan";"Player";"Blue";"support";2,25735272289275;-13,0553973272393;26,5301192743744;1,24974206147355;-1,01018227502318;274,603985346098;3164,59776773119;NA;10
"224";"AXL justcan";"Player";"Red";"support";2,80778727696896;-6,66200096524486;15,538428861946;6,0675544751763;6,42736869872374;180,772328716089;1956,97529038958;NA;7
"225";"AXL Kaylem";"Player";"Blue";"top";-1,94181889181958;-0,629799457664099;3,23417560870414;26,7863073821583;4,25156915298721;1469,70186797839;-1159,16745981506;NA;7
"226";"AXL Kaylem";"Player";"Red";"top";-1,81416094833052;0,766123327980336;7,58958520989802;9,0421363754175;-4,44437837054586;72,9590794994533;923,10266480394;NA;3
"227";"AXL Kikis";"Player";"Blue";"jungle";6,24924587425444;0,927029939845654;4,86021169124753;3,49810605877205;17,2102677868862;-326,988988779336;2288,86480228109;NA;7
"228";"AXL Kikis";"Player";"Red";"jungle";6,38151652542095;-3,20556016483108;3,89769429796182;1,27929618773784;63,6866533562352;-1497,62952322155;3793,09506767946;NA;3
"229";"AXL TheMountain";"Player";"Blue";"top";-4,29790171412706;1,87939785632314;0,15423458214777;5,52182913023563;-15,7754456340379;-743,418103823321;-3228,72540706425;NA;3
"230";"AXL TheMountain";"Player";"Red";"top";3,12704067355576;0,445047788875179;-1,42384620206838;-4,53679594106469;7,01559184234369;-171,081520386827;1578,2556891606;NA;4
"231";"Azir";"Champion";"Blue";"mid";-0,883377104841919;0,938986435020758;-1,58113001084604;-1,42350974087334;10,6697689703198;-211,01315417995;198,158756102497;268;NA
"232";"Azir";"Champion";"Blue";"top";7,88800924313824;-1,44901697994758;1,18976522253859;1,80668830948696;67,1146430422979;-78,3261940003599;6387,50384750313;1;NA
"233";"Azir";"Champion";"Red";"mid";-9,23602100778728;-0,123862996969713;-3,23294127588496;6,45430288561558;22,4314833004238;-1319,24184001804;-2859,69809652141;286;NA
"234";"B2TG Agresivoo";"Player";"Blue";"top";2,07100343037737;3,03016742528751;-2,13622300808239;11,3533801063302;14,6208354721368;774,40722578402;691,325204334449;NA;20
"235";"B2TG Agresivoo";"Player";"Red";"top";5,07308952039447;1,49183392749057;0,527734825498408;1,33201003490342;5,84961923213413;742,734369099242;2727,02539113943;NA;13
"236";"B2TG Czypsy";"Player";"Blue";"support";1,90830681002784;-10,698157344513;30,9036036447365;4,7051455441466;19,0725787701955;973,076243256671;4467,19182746226;NA;20
"237";"B2TG Czypsy";"Player";"Red";"support";1,57920860304425;-11,2919232889628;33,9150499425069;6,6158727546647;13,9213973829689;914,629170898189;4351,11494348472;NA;13
"238";"B2TG Lothen";"Player";"Blue";"bottom";3,4908583968614;0,902359623138366;-2,5539864398695;-28,122213156746;6,30782540517808;-1523,21173094273;291,419383720727;NA;20
"239";"B2TG Lothen";"Player";"Red";"bottom";4,22425840321511;-1,09504062786614;-0,268391359943835;-19,7002637315777;39,4001279166795;-1388,13699031566;2227,61649698965;NA;11
"240";"B2TG Roison";"Player";"Blue";"mid";-2,30990805201758;-4,33393534758777;5,35855526214686;-26,1305235435683;-27,2661679868593;-314,878012798093;-3245,45665483211;NA;20
"241";"B2TG Roison";"Player";"Red";"mid";0,0442554624809171;-6,92099279667993;3,3641177846858;-22,203318543185;23,4588537403178;-223,867369743987;-968,541038764519;NA;13
"242";"B2TG ShazQ";"Player";"Blue";"jungle";3,03272698850268;0,798674235943544;4,65262281121102;-10,8067653017943;-1,7088927996737;-371,710719861345;1099,53057028581;NA;20
"243";"B2TG ShazQ";"Player";"Red";"jungle";3,73031574321753;0,039089815757197;6,63514801921574;-11,629059486022;-9,52356381406991;-314,435964455629;1625,86361294099;NA;13
"244";"B2TG wittman";"Player";"Red";"bottom";9,98199775872548;2,4243761231852;-3,8283859031555;-33,4765264636586;-11,4762986735102;-1264,6439847158;3794,7304961598;NA;2
"245";"BAM 6ax";"Player";"Blue";"mid";2,70074590875731;-6,97470836184316;8,74787951531026;-7,0531972613818;-5,95226412474212;1184,12590733568;-1124,1615184684;NA;12
"246";"BAM 6ax";"Player";"Red";"mid";5,12480796552567;-9,60063323591588;9,74428120245981;-10,2934444008799;17,3600291177148;874,116146728757;938,358838675731;NA;6
"247";"BAM Biskoo";"Player";"Blue";"support";3,70052147053767;-9,49827919157314;30,8779165403545;-6,95109297201927;-7,58209538867212;964,806833035645;3861,9855431524;NA;2
"248";"BAM Biskoo";"Player";"Red";"support";1,962662757039;-4,38447648246129;16,211164631742;-1,58903942008515;-6,07663701195548;223,364265463842;1820,17448429958;NA;2
"249";"BAM Daemi";"Player";"Blue";"mid";-3,33550360740687;-4,82877671722775;7,63259698587667;-1,95494073342902;9,0434126670694;570,365793807103;-3325,25432786991;NA;3
"250";"BAM Daemi";"Player";"Red";"mid";3,14636956670328;-7,98190544132953;3,45742713156273;4,04548320807995;2,54768938602596;1372,70012270283;-1181,78446476259;NA;4
"251";"BAM Goliath";"Player";"Blue";"support";4,92262816740562;-11,6030102185047;30,9794965715256;-0,831673408067245;6,43866275113555;1287,08952323603;4820,63691778999;NA;12
"252";"BAM Goliath";"Player";"Red";"support";4,79716841357959;-11,8344990054217;32,0020955089834;6,72223084972814;11,7722603024309;876,247890946408;5360,22863638571;NA;6
"253";"BAM handm";"Player";"Blue";"top";2,73582654448268;2,30313997157857;1,72797272086699;16,8670958734469;-0,094109609350245;57,7626307455944;-450,989075780489;NA;15
"254";"BAM handm";"Player";"Red";"top";2,64545752989054;0,527380139728311;5,14463678322254;6,48042542511598;-3,11095123792432;-57,0337537728528;1191,69345171143;NA;10
"255";"BAM Kania";"Player";"Blue";"jungle";2,60606635005427;-0,156530672621856;10,332235215696;-10,9422139151938;-4,7400181467419;-508,98582746535;1442,70752856223;NA;15
"256";"BAM Kania";"Player";"Red";"jungle";5,01469987856159;-2,86180337082191;13,8099321262551;-17,695908474706;6,35382712968428;-309,09334244532;3449,05749140062;NA;10
"257";"BAM Klownz";"Player";"Blue";"support";7,52989124758108;-10,7566634548197;18,4743124617282;-11,4908865627186;1,79518989159663;2069,04770775749;3813,80448134017;NA;1
"258";"BAM Klownz";"Player";"Red";"support";4,13146413410965;-6,8887030728246;24,0665996725304;-8,86574116606985;-9,16106796933324;345,305767220904;3799,88278717263;NA;2
"259";"BAM Nawaf";"Player";"Blue";"bottom";5,05184047997618;-0,736732692464498;0,653541738335407;-32,3342214662894;20,2820528854505;-633,436855622558;1382,50763101731;NA;15
"260";"BAM Nawaf";"Player";"Red";"bottom";6,70577851484945;-1,22416846658111;1,05880634419851;-32,0985684655135;24,1135976821859;-823,469200940511;2863,01212306952;NA;10
"261";"BAR Czekolad";"Player";"Blue";"mid";-0,0234230887236855;-5,27348614660511;7,71986746591598;-9,10458592771349;12,037726368206;738,343178704828;-1087,19711603898;NA;14
"262";"BAR Czekolad";"Player";"Red";"mid";3,27006415812189;-6,04136271476088;6,6905505256734;1,57997757734288;33,2743287587082;791,894330724267;723,593324108647;NA;17
"263";"BAR Legolas";"Player";"Blue";"bottom";7,86123864239399;-1,75074997960828;2,09702563687602;-28,1362966225863;24,315224398107;-1111,20858310051;2230,29316868456;NA;14
"264";"BAR Legolas";"Player";"Red";"bottom";6,48501632026796;-0,334657270318417;3,81017907161372;-30,4008346008942;18,632975664432;-1291,64512097401;2354,13408055455;NA;17
"265";"BAR Thayger";"Player";"Blue";"jungle";6,16238061994363;-1,12902922040493;8,61058980762694;-13,2010870326725;31,2410602348163;-272,433686574436;3083,02798810668;NA;14
"266";"BAR Thayger";"Player";"Red";"jungle";5,84514416105886;-3,80100775335783;12,0539023646083;-5,96357088135854;55,833131061715;-346,258998012963;4236,25920010533;NA;17
"267";"BAR whiteinn";"Player";"Blue";"support";3,61303892261926;-13,0355140027735;29,5737496135461;1,63218128576818;8,87396609363751;935,215674584714;3987,72685337234;NA;14
"268";"BAR whiteinn";"Player";"Red";"support";4,62867873327516;-13,9083916377247;29,6471854376901;2,02536850416319;5,28573789811009;665,940625526371;4546,34227422311;NA;17
"269";"BAR WhiteKnight";"Player";"Blue";"top";2,44259868070564;1,68733142697462;2,78497259269087;14,1046084170556;-1,66413577852751;256,368496141407;189,235064298427;NA;14
"270";"BAR WhiteKnight";"Player";"Red";"top";3,09584039741766;0,22694277712058;6,22228287113127;1,40638330164859;-4,71981184118225;-254,108822411971;1865,1721161686;NA;17
"271";"Bard";"Champion";"Blue";"support";0,451052095624126;-0,719922680133881;0,874282023630591;-4,35545664280377;0,363536072778704;231,521278458262;419,750660264494;43;NA
"272";"Bard";"Champion";"Red";"support";-0,118138577971229;0,01782423243769;-1,36106538784367;-1,9380446732176;3,52131487529137;79,9640746663305;-57,3468750345842;41;NA
"273";"BCT Brucee";"Player";"Blue";"jungle";-6,98801700718233;0,865413474427884;-2,45010150764483;1,81059480180079;-37,4977379022969;88,354957889778;-4428,6874217361;NA;6
"274";"BCT Brucee";"Player";"Red";"jungle";-3,23957471291583;0,623387802940225;1,27204077968783;12,1074267999271;-3,68630781718982;366,565634192074;-1173,83034403609;NA;11
"275";"BCT Enapon";"Player";"Blue";"mid";3,24493557784832;-2,55054552727275;10,1875437862584;-7,82467404340046;-9,78421278651906;479,95671575651;540,668731316653;NA;2
"276";"BCT Enapon";"Player";"Blue";"support";0,27467603901697;0,619538287036202;5,07443652847491;-1,66404754385124;0,612792467466399;124,187768293979;221,677863780334;NA;4
"277";"BCT Enapon";"Player";"Red";"mid";4,74013908689398;0,0519950052158896;-1,19474125785257;7,35280489709488;18,3462275464447;603,437531067495;1571,85151789691;NA;5
